id,mode,pruning_kind,k,n,pruning_edge,raw_count,base_count,valid_count,removed_by_pruning,valid_fraction_of_base,outside_choices,outside_factor,normalized_base_count,normalized_valid_count,local_raw_count,local_base_count,local_valid_count,local_removed_by_pruning,local_valid_fraction_of_base,fix_u_size,fix_v_size,fix_union_size,fix_intersection_size,fix_symdiff_size,union_choices,intersection_choices,symdiff_choices,fix_u,fix_v,fix_union,fix_intersection,fix_symdiff
ddgp-last-seed-0013,ddgp,last-seed,2,11,2-11,256,8,4,4,0.5,2,4,2.0,1.0,64,2,1,1,0.5,1,9,9,1,8,6,0,6,{2},"{1,2,3,4,5,6,7,9,11}","{1,2,3,4,5,6,7,9,11}",{2},"{1,3,4,5,6,7,9,11}"
ddgp-last-seed-0014,ddgp,last-seed,2,11,2-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,1,8,8,1,7,5,0,5,{2},"{1,2,3,5,6,7,10,11}","{1,2,3,5,6,7,10,11}",{2},"{1,3,5,6,7,10,11}"
ddgp-last-seed-0015,ddgp,last-seed,2,11,3-11,256,64,32,32,0.5,5,32,2.0,1.0,8,2,1,1,0.5,1,6,6,1,5,3,0,3,{3},"{1,2,3,5,6,11}","{1,2,3,5,6,11}",{3},"{1,2,5,6,11}"
ddgp-last-seed-0016,ddgp,last-seed,2,11,2-11,256,16,8,8,0.5,4,16,1.0,0.5,16,2,1,1,0.5,1,7,7,1,6,4,0,4,{2},"{1,2,3,5,6,7,11}","{1,2,3,5,6,7,11}",{2},"{1,3,5,6,7,11}"
ddgp-last-seed-0017,ddgp,last-seed,2,11,3-11,256,16,8,8,0.5,7,128,0.125,0.0625,2,2,1,1,0.5,1,3,4,0,4,1,0,1,{3},"{1,2,11}","{1,2,3,11}",{},"{1,2,3,11}"
ddgp-last-seed-0018,ddgp,last-seed,2,11,1-11,256,16,8,8,0.5,6,64,0.25,0.125,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{1},"{1,2,3,4,11}","{1,2,3,4,11}",{1},"{2,3,4,11}"
ddgp-last-seed-0019,ddgp,last-seed,2,11,2-11,256,64,32,32,0.5,5,32,2.0,1.0,8,4,2,2,0.5,1,5,5,1,4,3,0,3,{2},"{1,2,4,5,11}","{1,2,4,5,11}",{2},"{1,4,5,11}"
ddgp-last-seed-0020,ddgp,last-seed,2,11,1-11,256,64,32,32,0.5,5,32,2.0,1.0,8,2,1,1,0.5,1,6,6,1,5,3,0,3,{1},"{1,2,3,4,7,11}","{1,2,3,4,7,11}",{1},"{2,3,4,7,11}"
ddgp-last-seed-0021,ddgp,last-seed,2,11,2-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,1,8,8,1,7,5,0,5,{2},"{1,2,3,4,6,7,9,11}","{1,2,3,4,6,7,9,11}",{2},"{1,3,4,6,7,9,11}"
ddgp-last-seed-0022,ddgp,last-seed,2,11,2-11,256,32,8,24,0.25,4,16,2.0,0.5,16,8,1,7,0.125,1,6,7,0,7,4,0,4,{2},"{1,3,4,5,10,11}","{1,2,3,4,5,10,11}",{},"{1,2,3,4,5,10,11}"
ddgp-last-seed-0023,ddgp,last-seed,2,11,2-11,256,16,8,8,0.5,3,8,2.0,1.0,32,4,2,2,0.5,1,8,8,1,7,5,0,5,{2},"{1,2,3,4,5,6,9,11}","{1,2,3,4,5,6,9,11}",{2},"{1,3,4,5,6,9,11}"
ddgp-last-seed-0024,ddgp,last-seed,2,11,2-11,256,256,128,128,0.5,5,32,8.0,4.0,8,8,4,4,0.5,1,5,5,1,4,3,0,3,{2},"{1,2,5,7,11}","{1,2,5,7,11}",{2},"{1,5,7,11}"
ddgp-last-seed-0025,ddgp,last-seed,2,11,3-11,256,8,4,4,0.5,2,4,2.0,1.0,64,2,1,1,0.5,1,9,9,1,8,6,0,6,{3},"{1,2,3,4,5,6,7,8,11}","{1,2,3,4,5,6,7,8,11}",{3},"{1,2,4,5,6,7,8,11}"
ddgp-last-seed-0026,ddgp,last-seed,2,11,3-11,256,64,32,32,0.5,4,16,4.0,2.0,16,4,2,2,0.5,1,6,6,1,5,4,0,4,{3},"{2,3,4,6,9,11}","{2,3,4,6,9,11}",{3},"{2,4,6,9,11}"
ddgp-last-seed-0027,ddgp,last-seed,2,11,1-11,256,32,8,24,0.25,4,16,2.0,0.5,16,4,1,3,0.25,1,7,7,1,6,4,0,4,{1},"{1,2,3,4,5,7,11}","{1,2,3,4,5,7,11}",{1},"{2,3,4,5,7,11}"
ddgp-last-seed-0028,ddgp,last-seed,2,11,1-11,256,16,8,8,0.5,4,16,1.0,0.5,16,2,1,1,0.5,1,7,7,1,6,4,0,4,{1},"{1,2,3,4,5,7,11}","{1,2,3,4,5,7,11}",{1},"{2,3,4,5,7,11}"
ddgp-last-seed-0029,ddgp,last-seed,2,11,3-11,256,16,8,8,0.5,4,16,1.0,0.5,16,4,2,2,0.5,1,6,6,1,5,4,0,4,{3},"{2,3,4,5,9,11}","{2,3,4,5,9,11}",{3},"{2,4,5,9,11}"
ddgp-last-seed-0030,ddgp,last-seed,2,11,1-11,256,64,32,32,0.5,7,128,0.5,0.25,2,2,1,1,0.5,1,3,4,0,4,1,0,1,{1},"{2,3,11}","{1,2,3,11}",{},"{1,2,3,11}"
ddgp-last-seed-0031,ddgp,last-seed,2,11,1-11,256,32,16,16,0.5,5,32,1.0,0.5,8,4,2,2,0.5,1,5,5,1,4,3,0,3,{1},"{1,3,4,5,11}","{1,3,4,5,11}",{1},"{3,4,5,11}"
ddgp-last-seed-0032,ddgp,last-seed,2,11,3-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,1,8,8,1,7,5,0,5,{3},"{1,2,3,4,5,7,10,11}","{1,2,3,4,5,7,10,11}",{3},"{1,2,4,5,7,10,11}"
ddgp-last-seed-0033,ddgp,last-seed,2,11,1-11,256,16,8,8,0.5,5,32,0.5,0.25,8,2,1,1,0.5,1,6,6,1,5,3,0,3,{1},"{1,2,3,4,8,11}","{1,2,3,4,8,11}",{1},"{2,3,4,8,11}"
ddgp-last-seed-0034,ddgp,last-seed,2,11,3-11,256,8,4,4,0.5,6,64,0.125,0.0625,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,9,11}","{1,2,3,9,11}",{3},"{1,2,9,11}"
ddgp-last-seed-0035,ddgp,last-seed,2,11,1-11,256,32,16,16,0.5,6,64,0.5,0.25,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{1},"{1,2,3,4,11}","{1,2,3,4,11}",{1},"{2,3,4,11}"
ddgp-last-seed-0036,ddgp,last-seed,2,11,2-11,256,8,4,4,0.5,2,4,2.0,1.0,64,2,1,1,0.5,1,9,9,1,8,6,0,6,{2},"{1,2,3,4,5,6,8,9,11}","{1,2,3,4,5,6,8,9,11}",{2},"{1,3,4,5,6,8,9,11}"
ddgp-last-seed-0037,ddgp,last-seed,2,11,2-11,256,32,16,16,0.5,6,64,0.5,0.25,4,4,2,2,0.5,1,4,4,1,3,2,0,2,{2},"{2,3,5,11}","{2,3,5,11}",{2},"{3,5,11}"
ddgp-last-seed-0038,ddgp,last-seed,2,11,2-11,256,32,16,16,0.5,5,32,1.0,0.5,8,4,2,2,0.5,1,5,5,1,4,3,0,3,{2},"{1,2,4,9,11}","{1,2,4,9,11}",{2},"{1,4,9,11}"
ddgp-last-seed-0039,ddgp,last-seed,2,11,3-11,256,16,8,8,0.5,5,32,0.5,0.25,8,2,1,1,0.5,1,6,6,1,5,3,0,3,{3},"{1,2,3,4,7,11}","{1,2,3,4,7,11}",{3},"{1,2,4,7,11}"
ddgp-last-seed-0040,ddgp,last-seed,2,11,3-11,256,16,8,8,0.5,4,16,1.0,0.5,16,2,1,1,0.5,1,7,7,1,6,4,0,4,{3},"{1,2,3,4,5,7,11}","{1,2,3,4,5,7,11}",{3},"{1,2,4,5,7,11}"
ddgp-last-seed-0041,ddgp,last-seed,2,11,2-11,256,16,8,8,0.5,5,32,0.5,0.25,8,2,1,1,0.5,1,6,6,1,5,3,0,3,{2},"{1,2,3,4,5,11}","{1,2,3,4,5,11}",{2},"{1,3,4,5,11}"
ddgp-last-seed-0042,ddgp,last-seed,2,11,2-11,256,16,4,12,0.25,3,8,2.0,0.5,32,4,1,3,0.25,1,8,8,1,7,5,0,5,{2},"{1,2,3,4,5,7,8,11}","{1,2,3,4,5,7,8,11}",{2},"{1,3,4,5,7,8,11}"
ddgp-last-seed-0043,ddgp,last-seed,2,11,2-11,256,64,32,32,0.5,6,64,1.0,0.5,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{2},"{1,2,3,4,11}","{1,2,3,4,11}",{2},"{1,3,4,11}"
ddgp-last-seed-0044,ddgp,last-seed,2,11,3-11,256,256,128,128,0.5,5,32,8.0,4.0,8,8,4,4,0.5,1,5,5,1,4,3,0,3,{3},"{2,3,8,9,11}","{2,3,8,9,11}",{3},"{2,8,9,11}"
ddgp-last-seed-0045,ddgp,last-seed,2,11,1-11,256,8,4,4,0.5,3,8,1.0,0.5,32,2,1,1,0.5,1,8,8,1,7,5,0,5,{1},"{1,2,3,5,6,7,9,11}","{1,2,3,5,6,7,9,11}",{1},"{2,3,5,6,7,9,11}"
ddgp-last-seed-0046,ddgp,last-seed,2,11,3-11,256,16,8,8,0.5,6,64,0.25,0.125,4,4,2,2,0.5,1,4,4,1,3,2,0,2,{3},"{2,3,5,11}","{2,3,5,11}",{3},"{2,5,11}"
ddgp-last-seed-0047,ddgp,last-seed,2,11,1-11,256,64,8,56,0.125,3,8,8.0,1.0,32,8,1,7,0.125,1,8,8,1,7,5,0,5,{1},"{1,2,3,4,6,8,9,11}","{1,2,3,4,6,8,9,11}",{1},"{2,3,4,6,8,9,11}"
ddgp-last-seed-0048,ddgp,last-seed,2,11,3-11,256,32,16,16,0.5,6,64,0.5,0.25,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,4,11}","{1,2,3,4,11}",{3},"{1,2,4,11}"
ddgp-last-seed-0049,ddgp,last-seed,2,11,3-11,256,64,16,48,0.25,5,32,2.0,0.5,8,8,2,6,0.25,1,5,5,1,4,3,0,3,{3},"{1,3,4,6,11}","{1,3,4,6,11}",{3},"{1,4,6,11}"
ddgp-last-seed-0050,ddgp,last-seed,2,11,1-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,1,8,8,1,7,5,0,5,{1},"{1,2,3,5,6,7,8,11}","{1,2,3,5,6,7,8,11}",{1},"{2,3,5,6,7,8,11}"
ddgp-last-nonseed-0001,ddgp,last-nonseed,2,11,9-11,256,8,4,4,0.5,2,4,2.0,1.0,64,2,1,1,0.5,8,6,9,5,4,6,2,4,"{1,2,3,4,5,7,8,9}","{1,2,3,4,8,11}","{1,2,3,4,5,7,8,9,11}","{1,2,3,4,8}","{5,7,9,11}"
ddgp-last-nonseed-0002,ddgp,last-nonseed,2,11,3-11,256,8,4,4,0.5,1,2,4.0,2.0,128,4,2,2,0.5,1,9,9,1,8,7,0,7,{3},"{2,3,4,5,6,7,8,10,11}","{2,3,4,5,6,7,8,10,11}",{3},"{2,4,5,6,7,8,10,11}"
ddgp-last-nonseed-0003,ddgp,last-nonseed,2,11,6-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,6,8,8,6,2,5,3,2,"{1,2,3,4,5,6}","{1,2,3,4,5,6,7,11}","{1,2,3,4,5,6,7,11}","{1,2,3,4,5,6}","{7,11}"
ddgp-last-nonseed-0004,ddgp,last-nonseed,2,11,6-11,256,16,8,8,0.5,5,32,0.5,0.25,8,4,1,3,0.25,5,3,6,2,4,3,0,3,"{1,2,3,4,6}","{1,2,11}","{1,2,3,4,6,11}","{1,2}","{3,4,6,11}"
ddgp-last-nonseed-0005,ddgp,last-nonseed,2,11,3-11,256,16,4,12,0.25,2,4,4.0,1.0,64,4,1,3,0.25,1,9,9,1,8,6,0,6,{3},"{1,2,3,4,5,6,7,10,11}","{1,2,3,4,5,6,7,10,11}",{3},"{1,2,4,5,6,7,10,11}"
ddgp-last-nonseed-0006,ddgp,last-nonseed,2,11,4-11,256,16,4,12,0.25,2,4,4.0,1.0,64,4,1,3,0.25,3,8,9,2,7,6,0,6,"{1,2,4}","{1,2,3,5,6,7,8,11}","{1,2,3,4,5,6,7,8,11}","{1,2}","{3,4,5,6,7,8,11}"
ddgp-last-nonseed-0007,ddgp,last-nonseed,2,11,5-11,256,16,8,8,0.5,5,32,0.5,0.25,8,4,1,3,0.25,3,5,6,2,4,3,0,3,"{1,2,5}","{1,2,3,4,11}","{1,2,3,4,5,11}","{1,2}","{3,4,5,11}"
ddgp-last-nonseed-0008,ddgp,last-nonseed,2,11,4-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,3,8,8,3,5,5,1,4,"{2,3,4}","{1,2,3,4,5,6,9,11}","{1,2,3,4,5,6,9,11}","{2,3,4}","{1,5,6,9,11}"
ddgp-last-nonseed-0009,ddgp,last-nonseed,2,11,5-11,256,32,16,16,0.5,3,8,4.0,2.0,32,4,2,2,0.5,4,7,7,4,3,5,2,3,"{2,3,4,5}","{2,3,4,5,6,9,11}","{2,3,4,5,6,9,11}","{2,3,4,5}","{6,9,11}"
ddgp-last-nonseed-0010,ddgp,last-nonseed,2,11,5-11,256,4,2,2,0.5,2,4,1.0,0.5,64,2,1,1,0.5,4,9,9,4,5,6,2,4,"{2,3,4,5}","{1,2,3,4,5,7,9,10,11}","{1,2,3,4,5,7,9,10,11}","{2,3,4,5}","{1,7,9,10,11}"
ddgp-last-nonseed-0011,ddgp,last-nonseed,2,11,3-11,256,32,8,24,0.25,5,32,1.0,0.25,8,8,1,7,0.125,1,5,6,0,6,3,0,3,{3},"{1,2,6,10,11}","{1,2,3,6,10,11}",{},"{1,2,3,6,10,11}"
ddgp-last-nonseed-0012,ddgp,last-nonseed,2,11,8-11,256,64,16,48,0.25,4,16,4.0,1.0,16,4,1,3,0.25,6,4,7,3,4,4,1,3,"{1,2,3,5,6,8}","{1,3,5,11}","{1,2,3,5,6,8,11}","{1,3,5}","{2,6,8,11}"
ddgp-last-nonseed-0013,ddgp,last-nonseed,2,11,10-11,256,32,8,24,0.25,3,8,4.0,1.0,32,4,1,3,0.25,6,5,8,3,5,5,1,4,"{1,2,3,4,7,10}","{2,3,4,5,11}","{1,2,3,4,5,7,10,11}","{2,3,4}","{1,5,7,10,11}"
ddgp-last-nonseed-0014,ddgp,last-nonseed,2,11,9-11,256,4,1,3,0.25,0,1,4.0,1.0,256,4,1,3,0.25,4,10,11,3,8,8,1,7,"{2,3,4,9}","{1,2,3,4,5,6,7,8,10,11}","{1,2,3,4,5,6,7,8,9,10,11}","{2,3,4}","{1,5,6,7,8,9,10,11}"
ddgp-last-nonseed-0015,ddgp,last-nonseed,2,11,4-11,256,64,16,48,0.25,4,16,4.0,1.0,16,16,4,12,0.25,3,6,6,3,3,4,1,3,"{2,3,4}","{2,3,4,6,9,11}","{2,3,4,6,9,11}","{2,3,4}","{6,9,11}"
ddgp-last-nonseed-0016,ddgp,last-nonseed,2,11,10-11,256,4,1,3,0.25,0,1,4.0,1.0,256,4,1,3,0.25,10,5,11,4,7,8,1,7,"{1,2,3,4,5,6,7,8,9,10}","{1,2,3,4,11}","{1,2,3,4,5,6,7,8,9,10,11}","{1,2,3,4}","{5,6,7,8,9,10,11}"
ddgp-last-nonseed-0017,ddgp,last-nonseed,2,11,7-11,256,16,4,12,0.25,2,4,4.0,1.0,64,4,1,3,0.25,4,8,9,3,6,6,1,5,"{1,3,4,7}","{1,2,3,4,5,8,9,11}","{1,2,3,4,5,7,8,9,11}","{1,3,4}","{2,5,7,8,9,11}"
ddgp-last-nonseed-0018,ddgp,last-nonseed,2,11,4-11,256,32,8,24,0.25,4,16,2.0,0.5,16,4,1,3,0.25,3,7,7,3,4,4,1,3,"{2,3,4}","{1,2,3,4,5,9,11}","{1,2,3,4,5,9,11}","{2,3,4}","{1,5,9,11}"
ddgp-last-nonseed-0019,ddgp,last-nonseed,2,11,5-11,256,16,8,8,0.5,5,32,0.5,0.25,8,4,2,2,0.5,3,6,6,3,3,3,1,2,"{1,3,5}","{1,2,3,5,6,11}","{1,2,3,5,6,11}","{1,3,5}","{2,6,11}"
ddgp-last-nonseed-0020,ddgp,last-nonseed,2,11,5-11,256,32,16,16,0.5,4,16,2.0,1.0,16,2,1,1,0.5,4,5,7,2,5,4,0,4,"{2,3,4,5}","{1,2,3,8,11}","{1,2,3,4,5,8,11}","{2,3}","{1,4,5,8,11}"
ddgp-last-nonseed-0021,ddgp,last-nonseed,2,11,7-11,256,32,16,16,0.5,5,32,1.0,0.5,8,4,1,3,0.25,4,3,6,1,5,3,0,3,"{1,3,4,7}","{2,3,11}","{1,2,3,4,7,11}",{3},"{1,2,4,7,11}"
ddgp-last-nonseed-0022,ddgp,last-nonseed,2,11,3-11,256,32,16,16,0.5,6,64,0.5,0.25,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,8,11}","{1,2,3,8,11}",{3},"{1,2,8,11}"
ddgp-last-nonseed-0023,ddgp,last-nonseed,2,11,8-11,256,64,16,48,0.25,3,8,8.0,2.0,32,8,2,6,0.25,5,6,7,4,3,5,2,3,"{2,3,4,6,8}","{2,3,4,6,7,11}","{2,3,4,6,7,8,11}","{2,3,4,6}","{7,8,11}"
ddgp-last-nonseed-0024,ddgp,last-nonseed,2,11,9-11,256,16,4,12,0.25,4,16,1.0,0.25,16,4,1,3,0.25,6,4,7,3,4,4,1,3,"{1,2,3,4,8,9}","{1,2,8,11}","{1,2,3,4,8,9,11}","{1,2,8}","{3,4,9,11}"
ddgp-last-nonseed-0025,ddgp,last-nonseed,2,11,10-11,256,64,8,56,0.125,4,16,4.0,0.5,16,8,1,7,0.125,6,3,7,2,5,4,0,4,"{1,2,3,4,7,10}","{1,2,11}","{1,2,3,4,7,10,11}","{1,2}","{3,4,7,10,11}"
ddgp-last-nonseed-0026,ddgp,last-nonseed,2,11,5-11,256,8,4,4,0.5,3,8,1.0,0.5,32,2,1,1,0.5,3,8,8,3,5,5,1,4,"{1,3,5}","{1,2,3,4,5,6,8,11}","{1,2,3,4,5,6,8,11}","{1,3,5}","{2,4,6,8,11}"
ddgp-last-nonseed-0027,ddgp,last-nonseed,2,11,8-11,256,16,4,12,0.25,3,8,2.0,0.5,32,4,1,3,0.25,6,4,8,2,6,5,0,5,"{1,2,3,4,5,8}","{1,3,7,11}","{1,2,3,4,5,7,8,11}","{1,3}","{2,4,5,7,8,11}"
ddgp-last-nonseed-0028,ddgp,last-nonseed,2,11,7-11,256,16,8,8,0.5,4,16,1.0,0.5,16,2,1,1,0.5,6,6,7,5,2,4,2,2,"{1,2,3,5,6,7}","{1,2,3,5,6,11}","{1,2,3,5,6,7,11}","{1,2,3,5,6}","{7,11}"
ddgp-last-nonseed-0029,ddgp,last-nonseed,2,11,5-11,256,128,16,112,0.125,4,16,8.0,1.0,16,8,1,7,0.125,4,4,7,1,6,4,0,4,"{1,3,4,5}","{2,3,6,11}","{1,2,3,4,5,6,11}",{3},"{1,2,4,5,6,11}"
ddgp-last-nonseed-0030,ddgp,last-nonseed,2,11,8-11,256,32,8,24,0.25,5,32,1.0,0.25,8,4,1,3,0.25,3,4,6,1,5,3,0,3,"{1,3,8}","{1,2,5,11}","{1,2,3,5,8,11}",{1},"{2,3,5,8,11}"
ddgp-last-nonseed-0031,ddgp,last-nonseed,2,11,8-11,256,16,4,12,0.25,2,4,4.0,1.0,64,4,1,3,0.25,8,4,9,3,6,6,1,5,"{1,2,3,4,5,6,7,8}","{1,2,4,11}","{1,2,3,4,5,6,7,8,11}","{1,2,4}","{3,5,6,7,8,11}"
ddgp-last-nonseed-0032,ddgp,last-nonseed,2,11,6-11,256,8,4,4,0.5,4,16,0.5,0.25,16,8,2,6,0.25,4,5,6,3,3,4,1,3,"{2,3,4,6}","{2,3,4,5,11}","{2,3,4,5,6,11}","{2,3,4}","{5,6,11}"
ddgp-last-nonseed-0033,ddgp,last-nonseed,2,11,8-11,256,8,4,4,0.5,3,8,1.0,0.5,32,2,1,1,0.5,4,8,8,4,4,5,2,3,"{1,3,5,8}","{1,2,3,5,8,9,10,11}","{1,2,3,5,8,9,10,11}","{1,3,5,8}","{2,9,10,11}"
ddgp-last-nonseed-0034,ddgp,last-nonseed,2,11,7-11,256,16,8,8,0.5,3,8,2.0,1.0,32,2,1,1,0.5,4,8,8,4,4,5,2,3,"{1,3,5,7}","{1,2,3,5,7,9,10,11}","{1,2,3,5,7,9,10,11}","{1,3,5,7}","{2,9,10,11}"
ddgp-last-nonseed-0035,ddgp,last-nonseed,2,11,9-11,256,8,2,6,0.25,1,2,4.0,1.0,128,4,1,3,0.25,4,9,10,3,7,7,1,6,"{1,3,4,9}","{1,2,3,4,5,7,8,10,11}","{1,2,3,4,5,7,8,9,10,11}","{1,3,4}","{2,5,7,8,9,10,11}"
ddgp-last-nonseed-0036,ddgp,last-nonseed,2,11,5-11,256,8,4,4,0.5,3,8,1.0,0.5,32,2,1,1,0.5,3,7,8,2,6,5,0,5,"{1,3,5}","{1,2,3,4,7,9,11}","{1,2,3,4,5,7,9,11}","{1,3}","{2,4,5,7,9,11}"
ddgp-last-nonseed-0037,ddgp,last-nonseed,2,11,10-11,256,32,8,24,0.25,2,4,8.0,2.0,64,8,2,6,0.25,6,7,8,5,3,6,3,3,"{2,3,5,6,8,10}","{2,3,5,6,8,9,11}","{2,3,5,6,8,9,10,11}","{2,3,5,6,8}","{9,10,11}"
ddgp-last-nonseed-0038,ddgp,last-nonseed,2,11,10-11,256,16,4,12,0.25,2,4,4.0,1.0,64,4,1,3,0.25,6,8,9,5,4,6,3,3,"{1,3,4,5,7,10}","{1,2,3,4,5,6,7,11}","{1,2,3,4,5,6,7,10,11}","{1,3,4,5,7}","{2,6,10,11}"
ddgp-last-nonseed-0039,ddgp,last-nonseed,2,11,6-11,256,16,8,8,0.5,4,16,1.0,0.5,16,2,1,1,0.5,4,7,7,4,3,4,2,2,"{1,3,4,6}","{1,2,3,4,6,9,11}","{1,2,3,4,6,9,11}","{1,3,4,6}","{2,9,11}"
ddgp-last-nonseed-0040,ddgp,last-nonseed,2,11,5-11,256,32,16,16,0.5,3,8,4.0,2.0,32,4,2,2,0.5,4,7,7,4,3,5,2,3,"{1,3,4,5}","{1,3,4,5,8,10,11}","{1,3,4,5,8,10,11}","{1,3,4,5}","{8,10,11}"
ddgp-last-nonseed-0041,ddgp,last-nonseed,2,11,6-11,256,32,8,24,0.25,3,8,4.0,1.0,32,8,2,6,0.25,5,6,7,4,3,5,2,3,"{1,3,4,5,6}","{1,3,4,5,8,11}","{1,3,4,5,6,8,11}","{1,3,4,5}","{6,8,11}"
ddgp-last-nonseed-0042,ddgp,last-nonseed,2,11,10-11,256,4,1,3,0.25,0,1,4.0,1.0,256,4,1,3,0.25,3,10,11,2,9,8,0,8,"{1,3,10}","{1,2,3,4,5,6,7,8,9,11}","{1,2,3,4,5,6,7,8,9,10,11}","{1,3}","{2,4,5,6,7,8,9,10,11}"
ddgp-last-nonseed-0043,ddgp,last-nonseed,2,11,5-11,256,8,4,4,0.5,2,4,2.0,1.0,64,2,1,1,0.5,4,7,9,2,7,6,0,6,"{1,3,4,5}","{1,2,3,6,8,10,11}","{1,2,3,4,5,6,8,10,11}","{1,3}","{2,4,5,6,8,10,11}"
ddgp-last-nonseed-0044,ddgp,last-nonseed,2,11,3-11,256,32,16,16,0.5,5,32,1.0,0.5,8,2,1,1,0.5,1,6,6,1,5,3,0,3,{3},"{1,2,3,4,10,11}","{1,2,3,4,10,11}",{3},"{1,2,4,10,11}"
ddgp-last-nonseed-0045,ddgp,last-nonseed,2,11,9-11,256,64,16,48,0.25,4,16,4.0,1.0,16,16,4,12,0.25,5,4,6,3,3,4,1,3,"{1,2,4,8,9}","{1,2,4,11}","{1,2,4,8,9,11}","{1,2,4}","{8,9,11}"
