id,mode,pruning_kind,k,n,pruning_edge,raw_count,base_count,valid_count,removed_by_pruning,valid_fraction_of_base,outside_choices,outside_factor,normalized_base_count,normalized_valid_count,local_raw_count,local_base_count,local_valid_count,local_removed_by_pruning,local_valid_fraction_of_base,fix_u_size,fix_v_size,fix_union_size,fix_intersection_size,fix_symdiff_size,union_choices,intersection_choices,symdiff_choices,fix_u,fix_v,fix_union,fix_intersection,fix_symdiff
ddgp-last-nonseed-0045,ddgp,last-nonseed,2,9,3-9,64,16,8,8,0.5,4,16,1.0,0.5,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,4,9}","{1,2,3,4,9}",{3},"{1,2,4,9}"
ddgp-last-nonseed-0046,ddgp,last-nonseed,2,9,8-9,64,16,2,14,0.125,1,2,8.0,1.0,32,8,1,7,0.125,7,4,8,3,5,5,1,4,"{1,2,3,4,5,7,8}","{1,2,4,9}","{1,2,3,4,5,7,8,9}","{1,2,4}","{3,5,7,8,9}"
ddgp-last-nonseed-0047,ddgp,last-nonseed,2,9,6-9,64,16,4,12,0.25,2,4,4.0,1.0,16,4,1,3,0.25,5,5,7,3,4,4,0,4,"{1,2,3,4,6}","{1,2,3,8,9}","{1,2,3,4,6,8,9}","{1,2,3}","{4,6,8,9}"
ddgp-last-nonseed-0048,ddgp,last-nonseed,2,9,4-9,64,16,8,8,0.5,3,8,2.0,1.0,8,2,1,1,0.5,3,6,6,3,3,3,1,2,"{1,2,4}","{1,2,3,4,6,9}","{1,2,3,4,6,9}","{1,2,4}","{3,6,9}"
ddgp-last-nonseed-0049,ddgp,last-nonseed,2,9,5-9,64,32,4,28,0.125,2,4,8.0,1.0,16,8,1,7,0.125,3,5,7,1,6,4,0,4,"{2,3,5}","{1,2,4,8,9}","{1,2,3,4,5,8,9}",{2},"{1,3,4,5,8,9}"
ddgp-last-nonseed-0050,ddgp,last-nonseed,2,9,5-9,64,16,8,8,0.5,2,4,4.0,2.0,16,4,2,2,0.5,4,6,6,4,2,4,2,2,"{1,2,4,5}","{1,2,4,5,8,9}","{1,2,4,5,8,9}","{1,2,4,5}","{8,9}"
ddgp-nonlast-nonseed-0001,ddgp,nonlast-nonseed,2,9,7-8,64,8,2,6,0.25,2,4,2.0,0.5,16,4,1,3,0.25,6,5,7,4,3,4,2,2,"{1,2,3,4,6,7}","{1,2,4,6,8}","{1,2,3,4,6,7,8}","{1,2,4,6}","{3,7,8}"
ddgp-nonlast-nonseed-0002,ddgp,nonlast-nonseed,2,9,3-7,64,32,8,24,0.25,3,8,4.0,1.0,8,4,1,3,0.25,1,6,6,1,5,3,0,3,{3},"{1,2,3,4,5,7}","{1,2,3,4,5,7}",{3},"{1,2,4,5,7}"
ddgp-nonlast-nonseed-0003,ddgp,nonlast-nonseed,2,9,6-8,64,16,2,14,0.125,2,4,4.0,0.5,16,16,2,14,0.125,4,5,6,3,3,4,1,3,"{1,2,4,6}","{1,2,4,5,8}","{1,2,4,5,6,8}","{1,2,4}","{5,6,8}"
ddgp-nonlast-nonseed-0004,ddgp,nonlast-nonseed,2,9,6-8,64,8,4,4,0.5,3,8,1.0,0.5,8,2,1,1,0.5,3,6,6,3,3,3,1,2,"{1,2,6}","{1,2,3,6,7,8}","{1,2,3,6,7,8}","{1,2,6}","{3,7,8}"
ddgp-nonlast-nonseed-0005,ddgp,nonlast-nonseed,2,9,5-7,64,8,2,6,0.25,3,8,1.0,0.25,8,4,1,3,0.25,4,3,6,1,5,3,0,3,"{1,3,4,5}","{1,2,7}","{1,2,3,4,5,7}",{1},"{2,3,4,5,7}"
ddgp-nonlast-nonseed-0006,ddgp,nonlast-nonseed,2,9,7-8,64,16,8,8,0.5,3,8,2.0,1.0,8,2,1,1,0.5,3,4,6,1,5,3,0,3,"{1,3,7}","{2,3,5,8}","{1,2,3,5,7,8}",{3},"{1,2,5,7,8}"
ddgp-nonlast-nonseed-0007,ddgp,nonlast-nonseed,2,9,7-8,64,16,4,12,0.25,3,8,2.0,0.5,8,8,2,6,0.25,3,4,5,2,3,3,0,3,"{2,3,7}","{2,3,6,8}","{2,3,6,7,8}","{2,3}","{6,7,8}"
ddgp-nonlast-nonseed-0008,ddgp,nonlast-nonseed,2,9,4-7,64,8,4,4,0.5,4,16,0.5,0.25,4,4,1,3,0.25,3,3,5,1,4,2,0,2,"{1,2,4}","{1,3,7}","{1,2,3,4,7}",{1},"{2,3,4,7}"
ddgp-nonlast-nonseed-0009,ddgp,nonlast-nonseed,2,9,5-6,64,8,4,4,0.5,3,8,1.0,0.5,8,2,1,1,0.5,5,5,6,4,2,3,1,2,"{1,2,3,4,5}","{1,2,3,4,6}","{1,2,3,4,5,6}","{1,2,3,4}","{5,6}"
ddgp-nonlast-nonseed-0010,ddgp,nonlast-nonseed,2,9,3-8,64,8,4,4,0.5,4,16,0.5,0.25,4,4,2,2,0.5,1,4,4,1,3,2,0,2,{3},"{1,3,5,8}","{1,3,5,8}",{3},"{1,5,8}"
ddgp-nonlast-nonseed-0011,ddgp,nonlast-nonseed,2,9,6-7,64,8,4,4,0.5,2,4,2.0,1.0,16,2,1,1,0.5,3,5,7,1,6,4,0,4,"{1,2,6}","{2,3,4,5,7}","{1,2,3,4,5,6,7}",{2},"{1,3,4,5,6,7}"
ddgp-nonlast-nonseed-0012,ddgp,nonlast-nonseed,2,9,4-8,64,16,8,8,0.5,2,4,4.0,2.0,16,4,2,2,0.5,3,7,7,3,4,4,1,3,"{1,2,4}","{1,2,3,4,5,6,8}","{1,2,3,4,5,6,8}","{1,2,4}","{3,5,6,8}"
ddgp-nonlast-nonseed-0013,ddgp,nonlast-nonseed,2,9,3-6,64,32,16,16,0.5,4,16,2.0,1.0,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,5,6}","{1,2,3,5,6}",{3},"{1,2,5,6}"
ddgp-nonlast-nonseed-0014,ddgp,nonlast-nonseed,2,9,6-8,64,2,2,0,1.0,1,2,1.0,1.0,32,1,1,0,1.0,4,8,8,4,4,5,2,3,"{2,3,4,6}","{1,2,3,4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{2,3,4,6}","{1,5,7,8}"
ddgp-nonlast-nonseed-0015,ddgp,nonlast-nonseed,2,9,3-7,64,8,8,0,1.0,3,8,1.0,1.0,8,1,1,0,1.0,1,6,6,1,5,3,0,3,{3},"{1,2,3,5,6,7}","{1,2,3,5,6,7}",{3},"{1,2,5,6,7}"
ddgp-nonlast-nonseed-0016,ddgp,nonlast-nonseed,2,9,5-6,64,8,4,4,0.5,3,8,1.0,0.5,8,4,1,3,0.25,5,3,6,2,4,3,0,3,"{1,2,3,4,5}","{2,3,6}","{1,2,3,4,5,6}","{2,3}","{1,4,5,6}"
ddgp-nonlast-nonseed-0017,ddgp,nonlast-nonseed,2,9,3-6,64,8,8,0,1.0,4,16,0.5,0.5,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,4,6}","{1,2,3,4,6}",{3},"{1,2,4,6}"
ddgp-nonlast-nonseed-0018,ddgp,nonlast-nonseed,2,9,4-6,64,4,4,0,1.0,4,16,0.25,0.25,4,1,1,0,1.0,3,3,5,1,4,2,0,2,"{2,3,4}","{1,2,6}","{1,2,3,4,6}",{2},"{1,3,4,6}"
ddgp-nonlast-nonseed-0019,ddgp,nonlast-nonseed,2,9,3-6,64,32,8,24,0.25,3,8,4.0,1.0,8,4,1,3,0.25,1,5,6,0,6,3,0,3,{3},"{1,2,4,5,6}","{1,2,3,4,5,6}",{},"{1,2,3,4,5,6}"
ddgp-nonlast-nonseed-0020,ddgp,nonlast-nonseed,2,9,3-7,64,16,8,8,0.5,4,16,1.0,0.5,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,4,7}","{1,2,3,4,7}",{3},"{1,2,4,7}"
ddgp-nonlast-nonseed-0021,ddgp,nonlast-nonseed,2,9,5-8,64,4,2,2,0.5,1,2,2.0,1.0,32,2,1,1,0.5,3,8,8,3,5,5,1,4,"{2,3,5}","{1,2,3,4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{2,3,5}","{1,4,6,7,8}"
ddgp-nonlast-nonseed-0022,ddgp,nonlast-nonseed,2,9,6-8,64,32,16,16,0.5,2,4,8.0,4.0,16,16,8,8,0.5,5,5,6,4,2,4,2,2,"{2,3,4,5,6}","{2,3,4,5,8}","{2,3,4,5,6,8}","{2,3,4,5}","{6,8}"
ddgp-nonlast-nonseed-0023,ddgp,nonlast-nonseed,2,9,4-8,64,16,4,12,0.25,2,4,4.0,1.0,16,4,1,3,0.25,3,7,7,3,4,4,1,3,"{1,3,4}","{1,2,3,4,6,7,8}","{1,2,3,4,6,7,8}","{1,3,4}","{2,6,7,8}"
ddgp-nonlast-nonseed-0024,ddgp,nonlast-nonseed,2,9,3-5,64,8,8,0,1.0,5,32,0.25,0.25,2,2,1,1,0.5,1,3,4,0,4,1,0,1,{3},"{1,2,5}","{1,2,3,5}",{},"{1,2,3,5}"
ddgp-nonlast-nonseed-0025,ddgp,nonlast-nonseed,2,9,4-7,64,8,2,6,0.25,2,4,2.0,0.5,16,4,1,3,0.25,3,7,7,3,4,4,1,3,"{1,3,4}","{1,2,3,4,5,6,7}","{1,2,3,4,5,6,7}","{1,3,4}","{2,5,6,7}"
ddgp-nonlast-nonseed-0026,ddgp,nonlast-nonseed,2,9,3-7,64,16,4,12,0.25,2,4,4.0,1.0,16,4,1,3,0.25,1,7,7,1,6,4,0,4,{3},"{1,2,3,4,5,6,7}","{1,2,3,4,5,6,7}",{3},"{1,2,4,5,6,7}"
ddgp-nonlast-nonseed-0027,ddgp,nonlast-nonseed,2,9,5-8,64,64,8,56,0.125,3,8,8.0,1.0,8,8,1,7,0.125,3,4,6,1,5,3,0,3,"{2,3,5}","{1,3,6,8}","{1,2,3,5,6,8}",{3},"{1,2,5,6,8}"
ddgp-nonlast-nonseed-0028,ddgp,nonlast-nonseed,2,9,4-6,64,2,2,0,1.0,3,8,0.25,0.25,8,4,1,3,0.25,3,5,6,2,4,3,0,3,"{1,3,4}","{1,2,3,5,6}","{1,2,3,4,5,6}","{1,3}","{2,4,5,6}"
ddgp-nonlast-nonseed-0029,ddgp,nonlast-nonseed,2,9,6-7,64,64,16,48,0.25,3,8,8.0,2.0,8,8,2,6,0.25,4,3,5,2,3,3,0,3,"{1,2,4,6}","{1,2,7}","{1,2,4,6,7}","{1,2}","{4,6,7}"
ddgp-nonlast-nonseed-0030,ddgp,nonlast-nonseed,2,9,4-8,64,4,2,2,0.5,1,2,2.0,1.0,32,2,1,1,0.5,3,8,8,3,5,5,1,4,"{1,3,4}","{1,2,3,4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{1,3,4}","{2,5,6,7,8}"
ddgp-nonlast-nonseed-0031,ddgp,nonlast-nonseed,2,9,7-8,64,8,2,6,0.25,3,8,1.0,0.25,8,4,1,3,0.25,5,3,6,2,4,3,0,3,"{1,2,3,6,7}","{1,2,8}","{1,2,3,6,7,8}","{1,2}","{3,6,7,8}"
ddgp-nonlast-nonseed-0032,ddgp,nonlast-nonseed,2,9,4-7,64,64,8,56,0.125,3,8,8.0,1.0,8,8,1,7,0.125,3,4,6,1,5,3,0,3,"{1,2,4}","{1,3,5,7}","{1,2,3,4,5,7}",{1},"{2,3,4,5,7}"
ddgp-nonlast-nonseed-0033,ddgp,nonlast-nonseed,2,9,3-7,64,16,8,8,0.5,4,16,1.0,0.5,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,4,7}","{1,2,3,4,7}",{3},"{1,2,4,7}"
ddgp-nonlast-nonseed-0034,ddgp,nonlast-nonseed,2,9,3-5,64,4,4,0,1.0,5,32,0.125,0.125,2,2,1,1,0.5,1,3,4,0,4,1,0,1,{3},"{1,2,5}","{1,2,3,5}",{},"{1,2,3,5}"
ddgp-nonlast-nonseed-0035,ddgp,nonlast-nonseed,2,9,6-7,64,16,8,8,0.5,3,8,2.0,1.0,8,2,1,1,0.5,5,3,6,2,4,3,0,3,"{1,2,3,4,6}","{2,3,7}","{1,2,3,4,6,7}","{2,3}","{1,4,6,7}"
ddgp-nonlast-nonseed-0036,ddgp,nonlast-nonseed,2,9,6-7,64,8,2,6,0.25,2,4,2.0,0.5,16,4,1,3,0.25,4,6,7,3,4,4,1,3,"{1,2,4,6}","{1,2,3,4,5,7}","{1,2,3,4,5,6,7}","{1,2,4}","{3,5,6,7}"
ddgp-nonlast-nonseed-0037,ddgp,nonlast-nonseed,2,9,3-8,64,8,4,4,0.5,5,32,0.25,0.125,2,2,1,1,0.5,1,3,4,0,4,1,0,1,{3},"{1,2,8}","{1,2,3,8}",{},"{1,2,3,8}"
ddgp-nonlast-nonseed-0038,ddgp,nonlast-nonseed,2,9,5-7,64,16,8,8,0.5,3,8,2.0,1.0,8,2,1,1,0.5,5,3,6,2,4,3,0,3,"{1,2,3,4,5}","{1,2,7}","{1,2,3,4,5,7}","{1,2}","{3,4,5,7}"
ddgp-nonlast-nonseed-0039,ddgp,nonlast-nonseed,2,9,4-8,64,64,32,32,0.5,2,4,16.0,8.0,16,16,8,8,0.5,3,6,6,3,3,4,1,3,"{2,3,4}","{2,3,4,5,6,8}","{2,3,4,5,6,8}","{2,3,4}","{5,6,8}"
ddgp-nonlast-nonseed-0040,ddgp,nonlast-nonseed,2,9,7-8,64,8,2,6,0.25,1,2,4.0,1.0,32,4,1,3,0.25,3,7,8,2,6,5,0,5,"{1,2,7}","{1,2,3,4,5,6,8}","{1,2,3,4,5,6,7,8}","{1,2}","{3,4,5,6,7,8}"
ddgp-nonlast-nonseed-0041,ddgp,nonlast-nonseed,2,9,7-8,64,32,4,28,0.125,2,4,8.0,1.0,16,8,1,7,0.125,5,5,7,3,4,4,1,3,"{1,2,3,5,7}","{2,3,5,6,8}","{1,2,3,5,6,7,8}","{2,3,5}","{1,6,7,8}"
ddgp-nonlast-nonseed-0042,ddgp,nonlast-nonseed,2,9,7-8,64,16,4,12,0.25,2,4,4.0,1.0,16,8,2,6,0.25,5,4,6,3,3,4,1,3,"{1,3,4,5,7}","{1,3,4,8}","{1,3,4,5,7,8}","{1,3,4}","{5,7,8}"
ddgp-nonlast-nonseed-0043,ddgp,nonlast-nonseed,2,9,6-8,64,8,2,6,0.25,2,4,2.0,0.5,16,8,1,7,0.125,5,4,7,2,5,4,0,4,"{1,2,3,4,6}","{1,2,5,8}","{1,2,3,4,5,6,8}","{1,2}","{3,4,5,6,8}"
ddgp-nonlast-nonseed-0044,ddgp,nonlast-nonseed,2,9,3-8,64,8,8,0,1.0,4,16,0.5,0.5,4,2,1,1,0.5,1,5,5,1,4,2,0,2,{3},"{1,2,3,4,8}","{1,2,3,4,8}",{3},"{1,2,4,8}"
ddgp-nonlast-nonseed-0045,ddgp,nonlast-nonseed,2,9,6-7,64,16,4,12,0.25,3,8,2.0,0.5,8,4,1,3,0.25,3,5,6,2,4,3,0,3,"{2,3,6}","{1,2,3,5,7}","{1,2,3,5,6,7}","{2,3}","{1,5,6,7}"
ddgp-nonlast-nonseed-0046,ddgp,nonlast-nonseed,2,9,6-8,64,8,4,4,0.5,3,8,1.0,0.5,8,8,2,6,0.25,4,4,5,3,2,3,1,2,"{2,3,5,6}","{2,3,5,8}","{2,3,5,6,8}","{2,3,5}","{6,8}"
ddgp-nonlast-nonseed-0047,ddgp,nonlast-nonseed,2,9,4-7,64,8,4,4,0.5,3,8,1.0,0.5,8,4,1,3,0.25,3,4,6,1,5,3,0,3,"{1,2,4}","{2,3,5,7}","{1,2,3,4,5,7}",{2},"{1,3,4,5,7}"
ddgp-nonlast-nonseed-0048,ddgp,nonlast-nonseed,2,9,5-8,64,64,8,56,0.125,3,8,8.0,1.0,8,8,1,7,0.125,3,4,6,1,5,3,0,3,"{1,3,5}","{2,3,7,8}","{1,2,3,5,7,8}",{3},"{1,2,5,7,8}"
ddgp-nonlast-nonseed-0049,ddgp,nonlast-nonseed,2,9,6-8,64,8,4,4,0.5,2,4,2.0,1.0,16,2,1,1,0.5,4,5,7,2,5,4,0,4,"{1,2,4,6}","{1,2,3,5,8}","{1,2,3,4,5,6,8}","{1,2}","{3,4,5,6,8}"
ddgp-nonlast-nonseed-0050,ddgp,nonlast-nonseed,2,9,5-8,64,16,4,12,0.25,1,2,8.0,2.0,32,8,2,6,0.25,5,8,8,5,3,5,2,3,"{1,2,3,4,5}","{1,2,3,4,5,6,7,8}","{1,2,3,4,5,6,7,8}","{1,2,3,4,5}","{6,7,8}"
