id,mode,k,n,pruning_count,pruning_edges,local_vertices,local_decisions,local_decision_count,base_generator_count,base_generator_rank,predicted_local_base_count,individually_valid_generator_count,individually_valid_generator_rank,predicted_by_individual_compatibility,labelled_violation_count,labelled_violation_rank,combined_mask_violation_rank,labelled_kernel_rank,predicted_local_valid_count,rank_identity_holds,base_generators,individually_valid_generators,exact_local_base_count,exact_local_valid_count,exact_local_base_dim,exact_local_valid_dim,base_prediction_matches,valid_prediction_matches,individual_prediction_matches
ddgp-last-seed-0021,ddgp,2,11,1,1-11,"{1,2,3,5,7,10,11}","{5,7,10,11}",4,4,2,4,2,1,2,1,1,2,1,2,True,"{11}@{5,10}:base-clique;{11}@{5,10}:cone;{7,10,11}@{1,5}:base-clique;{7,10,11}@{1,5}:cone","{7,10,11}@{1,5}:base-clique;{7,10,11}@{1,5}:cone",4,2,2,1,True,True,True
ddgp-last-seed-0022,ddgp,2,11,1,3-11,"{1,3,4,5,11}","{4,5,11}",3,4,2,4,2,1,2,1,1,2,1,2,True,"{11}@{1,5}:base-clique;{11}@{1,5}:cone;{4,5,11}@{1,3}:base-clique;{4,5,11}@{1,3}:cone","{4,5,11}@{1,3}:base-clique;{4,5,11}@{1,3}:cone",4,2,2,1,True,True,True
ddgp-last-seed-0023,ddgp,2,11,1,3-11,"{2,3,5,8,11}","{5,8,11}",3,6,3,8,2,1,2,2,2,3,1,2,True,"{11}@{2,8}:base-clique;{11}@{2,8}:cone;{8,11}@{2,5}:base-clique;{8,11}@{2,5}:cone;{5,8,11}@{2,3}:base-clique;{5,8,11}@{2,3}:cone","{5,8,11}@{2,3}:base-clique;{5,8,11}@{2,3}:cone",8,2,3,1,True,True,True
ddgp-last-seed-0024,ddgp,2,11,1,3-11,"{1,2,3,4,11}","{4,11}",2,4,2,4,0,0,1,2,2,2,0,1,True,"{11}@{1,4}:base-clique;{11}@{1,4}:cone;{4,11}@{1,2}:base-clique;{4,11}@{1,2}:cone",,4,1,2,0,True,True,True
ddgp-last-seed-0025,ddgp,2,11,1,2-11,"{1,2,3,4,5,7,8,11}","{4,5,7,8,11}",5,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{3,8}:base-clique;{11}@{3,8}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0026,ddgp,2,11,1,2-11,"{1,2,3,4,9,11}","{4,9,11}",3,4,2,4,0,0,1,2,2,2,0,1,True,"{11}@{4,9}:base-clique;{11}@{4,9}:cone;{9,11}@{3,4}:base-clique;{9,11}@{3,4}:cone",,4,1,2,0,True,True,True
ddgp-last-seed-0027,ddgp,2,11,1,3-11,"{1,2,3,4,5,8,11}","{4,5,8,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{1,8}:base-clique;{11}@{1,8}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0028,ddgp,2,11,1,3-11,"{1,2,3,4,5,6,7,9,11}","{4,5,6,7,9,11}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{1,9}:base-clique;{11}@{1,9}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0029,ddgp,2,11,1,1-11,"{1,2,3,4,8,10,11}","{4,8,10,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{3,10}:base-clique;{11}@{3,10}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0030,ddgp,2,11,1,1-11,"{1,2,3,7,9,10,11}","{7,9,10,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{9,10}:base-clique;{11}@{9,10}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0031,ddgp,2,11,1,3-11,"{1,2,3,4,5,8,11}","{4,5,8,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{2,8}:base-clique;{11}@{2,8}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0032,ddgp,2,11,1,1-11,"{1,2,3,4,5,6,7,10,11}","{4,5,6,7,10,11}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{2,10}:base-clique;{11}@{2,10}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0033,ddgp,2,11,1,2-11,"{1,2,3,4,5,8,11}","{4,5,8,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{5,8}:base-clique;{11}@{5,8}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0034,ddgp,2,11,1,1-11,"{1,2,3,4,5,7,9,10,11}","{4,5,7,9,10,11}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{4,10}:base-clique;{11}@{4,10}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0035,ddgp,2,11,1,1-11,"{1,2,3,11}",{11},1,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{2,3}:base-clique;{11}@{2,3}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0036,ddgp,2,11,1,1-11,"{1,2,3,5,6,7,8,9,10,11}","{5,6,7,8,9,10,11}",7,4,2,4,0,0,1,2,2,2,0,1,True,"{11}@{2,10}:base-clique;{11}@{2,10}:cone;{10,11}@{2,9}:base-clique;{10,11}@{2,9}:cone",,4,1,2,0,True,True,True
ddgp-last-seed-0037,ddgp,2,11,1,3-11,"{1,2,3,4,5,7,8,9,11}","{4,5,7,8,9,11}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{5,9}:base-clique;{11}@{5,9}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0038,ddgp,2,11,1,3-11,"{1,2,3,4,6,7,8,9,11}","{4,6,7,8,9,11}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{6,9}:base-clique;{11}@{6,9}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0039,ddgp,2,11,1,1-11,"{1,2,3,4,5,9,11}","{4,5,9,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{2,9}:base-clique;{11}@{2,9}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0040,ddgp,2,11,1,3-11,"{1,2,3,4,5,8,9,11}","{4,5,8,9,11}",5,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{5,9}:base-clique;{11}@{5,9}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0041,ddgp,2,11,1,1-11,"{1,2,3,5,7,8,11}","{5,7,8,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{7,8}:base-clique;{11}@{7,8}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0042,ddgp,2,11,1,1-11,"{1,3,4,6,8,11}","{4,6,8,11}",4,6,3,8,2,1,2,2,2,3,1,2,True,"{11}@{4,8}:base-clique;{11}@{4,8}:cone;{6,8,11}@{3,4}:base-clique;{6,8,11}@{3,4}:cone;{4,6,8,11}@{1,3}:base-clique;{4,6,8,11}@{1,3}:cone","{4,6,8,11}@{1,3}:base-clique;{4,6,8,11}@{1,3}:cone",8,2,3,1,True,True,True
ddgp-last-seed-0043,ddgp,2,11,1,1-11,"{1,2,3,4,5,6,7,8,11}","{4,5,6,7,8,11}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{6,8}:base-clique;{11}@{6,8}:cone",,2,1,1,0,True,True,True
ddgp-last-seed-0044,ddgp,2,11,1,3-11,"{1,2,3,4,5,10,11}","{4,5,10,11}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{11}@{4,10}:base-clique;{11}@{4,10}:cone",,2,1,1,0,True,True,True
