id,mode,pruning_kind,k,n,pruning_edge,raw_count,base_count,valid_count,removed_by_pruning,valid_fraction_of_base,outside_choices,outside_factor,normalized_base_count,normalized_valid_count,local_raw_count,local_base_count,local_valid_count,local_removed_by_pruning,local_valid_fraction_of_base,fix_u_size,fix_v_size,fix_union_size,fix_intersection_size,fix_symdiff_size,union_choices,intersection_choices,symdiff_choices,fix_u,fix_v,fix_union,fix_intersection,fix_symdiff
ddgp-nonlast-nonseed-0014,ddgp,nonlast-nonseed,3,9,4-7,32,8,2,6,0.25,2,4,2.0,0.5,8,4,1,3,0.25,1,6,7,0,7,3,0,3,{4},"{1,2,3,5,6,7}","{1,2,3,4,5,6,7}",{},"{1,2,3,4,5,6,7}"
ddgp-nonlast-nonseed-0015,ddgp,nonlast-nonseed,3,9,4-6,32,4,4,0,1.0,4,16,0.25,0.25,2,2,1,1,0.5,1,4,5,0,5,1,0,1,{4},"{1,2,3,6}","{1,2,3,4,6}",{},"{1,2,3,4,6}"
ddgp-nonlast-nonseed-0016,ddgp,nonlast-nonseed,3,9,7-8,32,4,2,2,0.5,1,2,2.0,1.0,16,2,1,1,0.5,6,7,8,5,3,4,1,3,"{1,2,3,4,5,7}","{1,2,3,4,5,6,8}","{1,2,3,4,5,6,7,8}","{1,2,3,4,5}","{6,7,8}"
ddgp-nonlast-nonseed-0017,ddgp,nonlast-nonseed,3,9,6-7,32,8,4,4,0.5,2,4,2.0,1.0,8,4,2,2,0.5,5,5,6,4,2,3,1,2,"{1,2,4,5,6}","{1,2,4,5,7}","{1,2,4,5,6,7}","{1,2,4,5}","{6,7}"
ddgp-nonlast-nonseed-0018,ddgp,nonlast-nonseed,3,9,6-7,32,16,8,8,0.5,2,4,4.0,2.0,8,4,2,2,0.5,5,5,6,4,2,3,1,2,"{2,3,4,5,6}","{2,3,4,5,7}","{2,3,4,5,6,7}","{2,3,4,5}","{6,7}"
ddgp-nonlast-nonseed-0019,ddgp,nonlast-nonseed,3,9,4-8,32,16,8,8,0.5,2,4,4.0,2.0,8,4,2,2,0.5,1,7,7,1,6,3,0,3,{4},"{1,2,3,4,5,6,8}","{1,2,3,4,5,6,8}",{4},"{1,2,3,5,6,8}"
ddgp-nonlast-nonseed-0020,ddgp,nonlast-nonseed,3,9,6-8,32,16,4,12,0.25,2,4,4.0,1.0,8,4,1,3,0.25,6,6,7,5,2,3,1,2,"{1,2,3,4,5,6}","{1,2,3,4,5,8}","{1,2,3,4,5,6,8}","{1,2,3,4,5}","{6,8}"
ddgp-nonlast-nonseed-0021,ddgp,nonlast-nonseed,3,9,7-8,32,8,4,4,0.5,1,2,4.0,2.0,16,4,2,2,0.5,6,5,7,4,3,4,1,3,"{1,2,4,5,6,7}","{1,2,4,5,8}","{1,2,4,5,6,7,8}","{1,2,4,5}","{6,7,8}"
ddgp-nonlast-nonseed-0022,ddgp,nonlast-nonseed,3,9,4-7,32,4,4,0,1.0,3,8,0.5,0.5,4,4,2,2,0.5,1,5,5,1,4,2,0,2,{4},"{1,3,4,5,7}","{1,3,4,5,7}",{4},"{1,3,5,7}"
ddgp-nonlast-nonseed-0023,ddgp,nonlast-nonseed,3,9,4-8,32,4,4,0,1.0,1,2,2.0,2.0,16,2,2,0,1.0,1,7,7,1,6,4,0,4,{4},"{1,2,4,5,6,7,8}","{1,2,4,5,6,7,8}",{4},"{1,2,5,6,7,8}"
ddgp-nonlast-nonseed-0024,ddgp,nonlast-nonseed,3,9,5-7,32,16,8,8,0.5,3,8,2.0,1.0,4,2,1,1,0.5,4,4,6,2,4,2,0,2,"{1,3,4,5}","{2,3,4,7}","{1,2,3,4,5,7}","{3,4}","{1,2,5,7}"
ddgp-nonlast-nonseed-0025,ddgp,nonlast-nonseed,3,9,4-7,32,8,4,4,0.5,2,4,2.0,1.0,8,2,1,1,0.5,1,7,7,1,6,3,0,3,{4},"{1,2,3,4,5,6,7}","{1,2,3,4,5,6,7}",{4},"{1,2,3,5,6,7}"
ddgp-nonlast-nonseed-0026,ddgp,nonlast-nonseed,3,9,6-8,32,4,2,2,0.5,1,2,2.0,1.0,16,2,1,1,0.5,4,7,8,3,5,4,0,4,"{1,2,3,6}","{1,2,3,4,5,7,8}","{1,2,3,4,5,6,7,8}","{1,2,3}","{4,5,6,7,8}"
ddgp-nonlast-nonseed-0027,ddgp,nonlast-nonseed,3,9,7-8,32,4,2,2,0.5,1,2,2.0,1.0,16,2,1,1,0.5,6,7,8,5,3,4,1,3,"{1,2,3,4,6,7}","{1,2,3,4,5,6,8}","{1,2,3,4,5,6,7,8}","{1,2,3,4,6}","{5,7,8}"
ddgp-nonlast-nonseed-0028,ddgp,nonlast-nonseed,3,9,5-7,32,8,4,4,0.5,2,4,2.0,1.0,8,2,1,1,0.5,4,7,7,4,3,3,1,2,"{2,3,4,5}","{1,2,3,4,5,6,7}","{1,2,3,4,5,6,7}","{2,3,4,5}","{1,6,7}"
ddgp-nonlast-nonseed-0029,ddgp,nonlast-nonseed,3,9,4-8,32,4,2,2,0.5,1,2,2.0,1.0,16,2,1,1,0.5,1,8,8,1,7,4,0,4,{4},"{1,2,3,4,5,6,7,8}","{1,2,3,4,5,6,7,8}",{4},"{1,2,3,5,6,7,8}"
ddgp-nonlast-nonseed-0030,ddgp,nonlast-nonseed,3,9,7-8,32,8,4,4,0.5,2,4,2.0,1.0,8,8,4,4,0.5,5,5,6,4,2,3,1,2,"{1,3,4,5,7}","{1,3,4,5,8}","{1,3,4,5,7,8}","{1,3,4,5}","{7,8}"
ddgp-nonlast-nonseed-0031,ddgp,nonlast-nonseed,3,9,6-8,32,2,2,0,1.0,2,4,0.5,0.5,8,2,1,1,0.5,5,4,7,2,5,3,0,3,"{1,3,4,5,6}","{1,2,4,8}","{1,2,3,4,5,6,8}","{1,4}","{2,3,5,6,8}"
ddgp-nonlast-nonseed-0032,ddgp,nonlast-nonseed,3,9,4-8,32,4,2,2,0.5,3,8,0.5,0.25,4,4,2,2,0.5,1,5,5,1,4,2,0,2,{4},"{1,3,4,5,8}","{1,3,4,5,8}",{4},"{1,3,5,8}"
ddgp-nonlast-nonseed-0033,ddgp,nonlast-nonseed,3,9,5-6,32,4,4,0,1.0,3,8,0.5,0.5,4,2,1,1,0.5,4,4,6,2,4,2,0,2,"{2,3,4,5}","{1,3,4,6}","{1,2,3,4,5,6}","{3,4}","{1,2,5,6}"
ddgp-nonlast-nonseed-0034,ddgp,nonlast-nonseed,3,9,4-6,32,16,8,8,0.5,3,8,2.0,1.0,4,2,1,1,0.5,1,6,6,1,5,2,0,2,{4},"{1,2,3,4,5,6}","{1,2,3,4,5,6}",{4},"{1,2,3,5,6}"
ddgp-nonlast-nonseed-0035,ddgp,nonlast-nonseed,3,9,5-6,32,2,2,0,1.0,3,8,0.25,0.25,4,2,1,1,0.5,4,4,6,2,4,2,0,2,"{2,3,4,5}","{1,2,4,6}","{1,2,3,4,5,6}","{2,4}","{1,3,5,6}"
ddgp-nonlast-nonseed-0036,ddgp,nonlast-nonseed,3,9,4-8,32,4,4,0,1.0,1,2,2.0,2.0,16,2,2,0,1.0,1,7,7,1,6,4,0,4,{4},"{1,3,4,5,6,7,8}","{1,3,4,5,6,7,8}",{4},"{1,3,5,6,7,8}"
ddgp-nonlast-nonseed-0037,ddgp,nonlast-nonseed,3,9,6-8,32,16,8,8,0.5,1,2,8.0,4.0,16,8,4,4,0.5,5,7,7,5,2,4,2,2,"{2,3,4,5,6}","{2,3,4,5,6,7,8}","{2,3,4,5,6,7,8}","{2,3,4,5,6}","{7,8}"
ddgp-nonlast-nonseed-0038,ddgp,nonlast-nonseed,3,9,6-8,32,8,4,4,0.5,1,2,4.0,2.0,16,4,2,2,0.5,5,7,7,5,2,4,2,2,"{1,3,4,5,6}","{1,3,4,5,6,7,8}","{1,3,4,5,6,7,8}","{1,3,4,5,6}","{7,8}"
ddgp-nonlast-nonseed-0039,ddgp,nonlast-nonseed,3,9,6-8,32,4,2,2,0.5,1,2,2.0,1.0,16,2,1,1,0.5,4,7,8,3,5,4,0,4,"{1,3,4,6}","{1,2,3,4,5,7,8}","{1,2,3,4,5,6,7,8}","{1,3,4}","{2,5,6,7,8}"
ddgp-nonlast-nonseed-0040,ddgp,nonlast-nonseed,3,9,4-8,32,2,2,0,1.0,1,2,1.0,1.0,16,1,1,0,1.0,1,8,8,1,7,4,0,4,{4},"{1,2,3,4,5,6,7,8}","{1,2,3,4,5,6,7,8}",{4},"{1,2,3,5,6,7,8}"
