id,mode,k,n,pruning_count,pruning_edges,local_vertices,local_decisions,local_decision_count,graph_generator_count,graph_generator_rank,base_labelled_violation_count,base_labelled_violation_rank,base_combined_mask_violation_rank,base_kernel_rank,predicted_local_base_count,individually_valid_generator_count,individually_valid_generator_rank,predicted_by_individual_compatibility,valid_labelled_violation_count,valid_labelled_violation_rank,valid_combined_mask_violation_rank,labelled_kernel_rank,predicted_local_valid_count,base_rank_identity_holds,valid_rank_identity_holds,graph_generators,individually_valid_generators,exact_local_base_count,exact_local_valid_count,exact_local_base_dim,exact_local_valid_dim,base_prediction_matches,valid_prediction_matches,individual_prediction_matches
ddgp-p2-n12-0020,ddgp,3,12,2,6-8;9-10,"{1,2,3,4,5,6,8,9,10}","{5,6,8,9,10}",5,9,5,10,5,6,1,2,0,0,1,15,6,6,0,1,True,True,"{10}@{1,5,6}:base-clique;{10}@{1,5,6}:cone;{9}@{2,4,6}:base-clique;{9}@{2,4,6}:cone;{8}@{1,2,4}:base-clique;{8}@{1,2,4}:cone;{6,9,10}@{1,3,4}:cone;{5,10}@{1,3,4}:cone;{5,6,9,10}@{1,3,4}:base-clique",,2,1,1,0,True,True,True
ddgp-p2-n12-0021,ddgp,3,12,2,4-6;4-7,"{1,2,3,4,5,6,7}","{5,6,7}",3,6,3,5,2,3,1,2,0,0,1,8,3,3,0,1,True,True,"{7}@{2,3,6}:base-clique;{7}@{2,3,6}:cone;{6,7}@{1,3,5}:base-clique;{6,7}@{1,3,5}:cone;{5,6,7}@{1,3,4}:base-clique;{5,6,7}@{1,3,4}:cone",,2,1,1,0,True,True,True
ddgp-p2-n12-0022,ddgp,3,12,2,3-11;8-11,"{1,2,3,4,5,6,7,8,11}","{5,6,7,8,11}",5,10,5,18,4,5,1,2,0,0,1,24,5,5,0,1,True,True,"{11}@{1,6,7}:base-clique;{11}@{1,6,7}:cone;{8}@{3,4,7}:base-clique;{8}@{3,4,7}:cone;{7,8,11}@{2,4,5}:base-clique;{7,8,11}@{2,4,5}:cone;{6,11}@{3,4,5}:base-clique;{6,11}@{3,4,5}:cone;{5,6,7,8,11}@{1,2,4}:base-clique;{5,6,7,8,11}@{1,2,4}:cone",,2,1,1,0,True,True,True
ddgp-p2-n12-0023,ddgp,3,12,2,1-11;5-9,"{1,2,3,4,5,6,9,10,11}","{5,6,9,10,11}",5,8,5,7,3,6,3,8,0,0,1,10,6,6,0,1,True,True,"{11}@{2,6,10}:base-clique;{11}@{2,6,10}:cone;{10,11}@{2,3,5}:cone;{9}@{1,3,4}:cone;{6,11}@{2,3,5}:cone;{6,10,11}@{2,3,5}:base-clique;{5,6,10,11}@{1,3,4}:cone;{5,6,9,10,11}@{1,3,4}:base-clique",,8,1,3,0,True,True,True
ddgp-p2-n12-0024,ddgp,3,12,2,1-9;4-10,"{1,2,4,5,6,9,10}","{5,6,9,10}",4,8,4,0,0,4,4,16,2,1,2,4,3,4,1,2,True,True,"{10}@{5,6,9}:base-clique;{10}@{5,6,9}:cone;{9,10}@{2,5,6}:base-clique;{9,10}@{2,5,6}:cone;{6,9,10}@{1,2,5}:base-clique;{6,9,10}@{1,2,5}:cone;{5,6,9,10}@{1,2,4}:base-clique;{5,6,9,10}@{1,2,4}:cone","{5,6,9,10}@{1,2,4}:base-clique;{5,6,9,10}@{1,2,4}:cone",16,2,4,1,True,True,True
ddgp-p2-n12-0025,ddgp,3,12,2,1-12;7-9,"{1,2,3,4,5,6,7,8,9,11,12}","{5,6,7,8,9,11,12}",7,14,7,27,5,7,2,4,0,0,1,33,7,7,0,1,True,True,"{12}@{8,9,11}:base-clique;{12}@{8,9,11}:cone;{11,12}@{2,4,5}:base-clique;{11,12}@{2,4,5}:cone;{9,12}@{1,3,5}:base-clique;{9,12}@{1,3,5}:cone;{8,12}@{1,4,6}:base-clique;{8,12}@{1,4,6}:cone;{7}@{3,5,6}:base-clique;{7}@{3,5,6}:cone;{6,7,8,12}@{1,2,4}:base-clique;{6,7,8,12}@{1,2,4}:cone;{5,7,9,11,12}@{2,3,4}:base-clique;{5,7,9,11,12}@{2,3,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n12-0026,ddgp,3,12,2,2-9;9-12,"{1,2,3,4,5,6,9,12}","{5,6,9,12}",4,8,4,9,2,4,2,4,0,0,1,13,4,4,0,1,True,True,"{12}@{1,5,6}:base-clique;{12}@{1,5,6}:cone;{9}@{3,5,6}:base-clique;{9}@{3,5,6}:cone;{6,9,12}@{1,3,4}:base-clique;{6,9,12}@{1,3,4}:cone;{5,9,12}@{1,2,4}:base-clique;{5,9,12}@{1,2,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n12-0027,ddgp,3,12,2,1-9;11-12,"{1,2,3,4,5,6,7,8,9,11,12}","{5,6,7,8,9,11,12}",7,13,7,20,6,8,2,4,0,0,1,27,8,8,0,1,True,True,"{12}@{3,5,9}:base-clique;{12}@{3,5,9}:cone;{11}@{1,2,7}:base-clique;{11}@{1,2,7}:cone;{9,12}@{5,7,8}:base-clique;{9,12}@{5,7,8}:cone;{8,9,12}@{1,5,7}:base-clique;{8,9,12}@{1,5,7}:cone;{7,8,9,11,12}@{3,5,6}:base-clique;{7,8,9,11,12}@{3,5,6}:cone;{6,7,8,9,11,12}@{2,3,4}:cone;{5,7,8,9,11,12}@{2,3,4}:cone;{5,6,7,8,9,11,12}@{2,3,4}:base-clique",,4,1,2,0,True,True,True
ddgp-p2-n12-0028,ddgp,3,12,2,4-10;7-12,"{1,2,3,4,5,6,7,8,9,10,12}","{5,6,7,8,9,10,12}",7,14,7,13,4,7,3,8,0,0,1,19,7,7,0,1,True,True,"{12}@{1,2,9}:base-clique;{12}@{1,2,9}:cone;{10}@{2,3,8}:base-clique;{10}@{2,3,8}:cone;{9,12}@{2,5,8}:base-clique;{9,12}@{2,5,8}:cone;{8,9,10,12}@{2,4,5}:base-clique;{8,9,10,12}@{2,4,5}:cone;{7}@{1,4,6}:base-clique;{7}@{1,4,6}:cone;{6,7}@{3,4,5}:base-clique;{6,7}@{3,4,5}:cone;{5,6,7,8,9,10,12}@{1,3,4}:base-clique;{5,6,7,8,9,10,12}@{1,3,4}:cone",,8,1,3,0,True,True,True
ddgp-p2-n12-0029,ddgp,3,12,2,1-9;3-10,"{1,2,3,4,5,7,8,9,10}","{5,7,8,9,10}",5,10,5,10,4,5,1,2,0,0,1,15,5,5,0,1,True,True,"{10}@{4,7,8}:base-clique;{10}@{4,7,8}:cone;{9}@{2,4,8}:base-clique;{9}@{2,4,8}:cone;{8,9,10}@{2,4,7}:base-clique;{8,9,10}@{2,4,7}:cone;{7,8,9,10}@{1,2,5}:base-clique;{7,8,9,10}@{1,2,5}:cone;{5,7,8,9,10}@{1,2,3}:base-clique;{5,7,8,9,10}@{1,2,3}:cone",,2,1,1,0,True,True,True
ddgp-p2-n12-0030,ddgp,3,12,2,7-9;10-11,"{1,2,3,4,5,6,7,8,9,10,11}","{5,6,7,8,9,10,11}",7,12,7,10,4,7,3,8,0,0,1,15,7,7,0,1,True,True,"{11}@{1,3,5}:cone;{10}@{2,5,8}:base-clique;{10}@{2,5,8}:cone;{9}@{1,3,5}:cone;{8,10}@{1,4,5}:base-clique;{8,10}@{1,4,5}:cone;{7}@{1,4,6}:base-clique;{7}@{1,4,6}:cone;{6,7}@{1,3,5}:cone;{6,7,9,11}@{1,3,5}:base-clique;{5,6,7,8,9,10,11}@{1,3,4}:base-clique;{5,6,7,8,9,10,11}@{1,3,4}:cone",,8,1,3,0,True,True,True
ddgp-p2-n12-0031,ddgp,3,12,2,7-10;10-12,"{1,2,3,4,5,6,7,9,10,12}","{5,6,7,9,10,12}",6,12,6,14,4,6,2,4,0,0,1,21,6,6,0,1,True,True,"{12}@{2,6,9}:base-clique;{12}@{2,6,9}:cone;{10}@{3,4,9}:base-clique;{10}@{3,4,9}:cone;{9,10,12}@{1,4,5}:base-clique;{9,10,12}@{1,4,5}:cone;{7}@{1,2,3}:base-clique;{7}@{1,2,3}:cone;{6,12}@{2,4,5}:base-clique;{6,12}@{2,4,5}:cone;{5,6,9,10,12}@{2,3,4}:base-clique;{5,6,9,10,12}@{2,3,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n12-0032,ddgp,3,12,2,1-12;6-11,"{1,2,3,4,5,6,7,8,10,11,12}","{5,6,7,8,10,11,12}",7,14,7,22,5,7,2,4,0,0,1,28,7,7,0,1,True,True,"{12}@{6,8,10}:base-clique;{12}@{6,8,10}:cone;{11}@{1,2,7}:base-clique;{11}@{1,2,7}:cone;{10,12}@{2,4,6}:base-clique;{10,12}@{2,4,6}:cone;{8,12}@{2,3,7}:base-clique;{8,12}@{2,3,7}:cone;{7,8,11,12}@{3,4,6}:base-clique;{7,8,11,12}@{3,4,6}:cone;{6,7,8,10,11,12}@{2,3,5}:base-clique;{6,7,8,10,11,12}@{2,3,5}:cone;{5,6,7,8,10,11,12}@{1,2,4}:base-clique;{5,6,7,8,10,11,12}@{1,2,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n12-0033,ddgp,3,12,2,1-6;10-12,"{1,2,3,4,5,6,7,8,9,10,12}","{5,6,7,8,9,10,12}",7,14,7,20,5,7,2,4,0,0,1,28,7,7,0,1,True,True,"{12}@{4,8,9}:base-clique;{12}@{4,8,9}:cone;{10}@{2,3,4}:base-clique;{10}@{2,3,4}:cone;{9,12}@{5,6,8}:base-clique;{9,12}@{5,6,8}:cone;{8,9,12}@{3,5,7}:base-clique;{8,9,12}@{3,5,7}:cone;{7,8,9,12}@{2,3,6}:base-clique;{7,8,9,12}@{2,3,6}:cone;{6,7,8,9,12}@{3,4,5}:base-clique;{6,7,8,9,12}@{3,4,5}:cone;{5,6,7,8,9,12}@{1,2,3}:base-clique;{5,6,7,8,9,12}@{1,2,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n12-0034,ddgp,3,12,2,5-8;5-9,"{1,2,3,4,5,6,7,8,9}","{5,6,7,8,9}",5,10,5,15,5,5,0,1,0,0,1,18,5,5,0,1,True,True,"{9}@{2,4,7}:base-clique;{9}@{2,4,7}:cone;{8}@{2,3,4}:base-clique;{8}@{2,3,4}:cone;{7,9}@{2,5,6}:base-clique;{7,9}@{2,5,6}:cone;{6,7,9}@{2,4,5}:base-clique;{6,7,9}@{2,4,5}:cone;{5,6,7,9}@{1,3,4}:base-clique;{5,6,7,9}@{1,3,4}:cone",,1,1,0,0,True,True,True
ddgp-p2-n12-0035,ddgp,3,12,2,3-10;8-11,"{1,2,3,4,5,6,7,8,9,10,11}","{5,6,7,8,9,10,11}",7,14,7,25,6,7,1,2,0,0,1,29,7,7,0,1,True,True,"{11}@{1,6,7}:base-clique;{11}@{1,6,7}:cone;{10}@{1,5,9}:base-clique;{10}@{1,5,9}:cone;{9,10}@{3,5,6}:base-clique;{9,10}@{3,5,6}:cone;{8}@{2,6,7}:base-clique;{8}@{2,6,7}:cone;{7,8,11}@{3,4,5}:base-clique;{7,8,11}@{3,4,5}:cone;{6,8,9,10,11}@{1,4,5}:base-clique;{6,8,9,10,11}@{1,4,5}:cone;{5,6,7,8,9,10,11}@{1,2,3}:base-clique;{5,6,7,8,9,10,11}@{1,2,3}:cone",,2,1,1,0,True,True,True
ddgp-p2-n12-0036,ddgp,3,12,2,2-10;5-12,"{1,2,3,4,5,6,7,9,10,12}","{5,6,7,9,10,12}",6,12,6,27,5,6,1,2,0,0,1,31,6,6,0,1,True,True,"{12}@{6,7,9}:base-clique;{12}@{6,7,9}:cone;{10}@{1,5,7}:base-clique;{10}@{1,5,7}:cone;{9,12}@{1,2,5}:base-clique;{9,12}@{1,2,5}:cone;{7,10,12}@{3,5,6}:base-clique;{7,10,12}@{3,5,6}:cone;{6,7,10,12}@{1,2,3}:base-clique;{6,7,10,12}@{1,2,3}:cone;{5,7,9,10,12}@{2,3,4}:base-clique;{5,7,9,10,12}@{2,3,4}:cone",,2,1,1,0,True,True,True
ddgp-p2-n12-0037,ddgp,3,12,2,6-10;8-12,"{1,2,3,4,5,6,7,8,9,10,11,12}","{5,6,7,8,9,10,11,12}",8,16,8,23,5,8,3,8,0,0,1,32,8,8,0,1,True,True,"{12}@{3,6,11}:base-clique;{12}@{3,6,11}:cone;{11,12}@{5,6,9}:base-clique;{11,12}@{5,6,9}:cone;{10}@{2,4,7}:base-clique;{10}@{2,4,7}:cone;{9,11,12}@{3,4,7}:base-clique;{9,11,12}@{3,4,7}:cone;{8}@{3,5,7}:base-clique;{8}@{3,5,7}:cone;{7,8,9,10,11,12}@{1,3,4}:base-clique;{7,8,9,10,11,12}@{1,3,4}:cone;{6,11,12}@{1,3,5}:base-clique;{6,11,12}@{1,3,5}:cone;{5,6,8,11,12}@{1,2,3}:base-clique;{5,6,8,11,12}@{1,2,3}:cone",,8,1,3,0,True,True,True
ddgp-p2-n12-0038,ddgp,3,12,2,8-10;10-11,"{1,2,3,4,5,6,8,10,11}","{5,6,8,10,11}",5,10,5,11,3,5,2,4,0,0,1,16,5,5,0,1,True,True,"{11}@{2,4,8}:base-clique;{11}@{2,4,8}:cone;{10}@{1,3,6}:base-clique;{10}@{1,3,6}:cone;{8,11}@{1,4,6}:base-clique;{8,11}@{1,4,6}:cone;{6,8,10,11}@{3,4,5}:base-clique;{6,8,10,11}@{3,4,5}:cone;{5,6,8,10,11}@{1,2,3}:base-clique;{5,6,8,10,11}@{1,2,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n12-0039,ddgp,3,12,2,7-9;7-11,"{1,2,3,4,5,6,7,8,9,10,11}","{5,6,7,8,9,10,11}",7,13,7,20,4,7,3,8,0,0,1,25,7,7,0,1,True,True,"{11}@{2,8,10}:base-clique;{11}@{2,8,10}:cone;{10,11}@{1,3,6}:base-clique;{10,11}@{1,3,6}:cone;{9}@{3,4,8}:base-clique;{9}@{3,4,8}:cone;{8,9,11}@{4,5,6}:cone;{7}@{4,5,6}:cone;{7,8,9,11}@{4,5,6}:base-clique;{6,7,8,9,10,11}@{3,4,5}:base-clique;{6,7,8,9,10,11}@{3,4,5}:cone;{5,6,7,8,9,10,11}@{1,2,3}:base-clique;{5,6,7,8,9,10,11}@{1,2,3}:cone",,8,1,3,0,True,True,True
